Voltage,Current        
-1.27E+00,-7.30E-02
-1.26E+00,-7.35E-02
-1.25E+00,-7.36E-02
-1.24E+00,-7.31E-02
-1.23E+00,-7.32E-02
-1.22E+00,-7.37E-02
-1.21E+00,-7.34E-02
-1.20E+00,-7.30E-02
-1.19E+00,-7.34E-02
-1.18E+00,-7.36E-02
-1.17E+00,-7.31E-02
-1.16E+00,-7.31E-02
-1.15E+00,-7.35E-02
-1.14E+00,-7.34E-02
-1.13E+00,-7.30E-02
-1.12E+00,-7.33E-02
-1.11E+00,-7.36E-02
-1.10E+00,-7.32E-02
-1.09E+00,-7.30E-02
-1.08E+00,-7.33E-02
-1.07E+00,-7.33E-02
-1.06E+00,-7.30E-02
-1.05E+00,-7.33E-02
-1.04E+00,-7.37E-02
-1.03E+00,-7.33E-02
-1.02E+00,-7.30E-02
-1.01E+00,-7.35E-02
-1.00E+00,-7.37E-02
-9.90E-01,-7.34E-02
-9.80E-01,-7.29E-02
-9.70E-01,-7.34E-02
-9.60E-01,-7.37E-02
-9.50E-01,-7.36E-02
-9.40E-01,-7.29E-02
-9.30E-01,-7.32E-02
-9.20E-01,-7.37E-02
-9.10E-01,-7.34E-02
-9.00E-01,-7.29E-02
-8.90E-01,-7.34E-02
-8.80E-01,-7.37E-02
-8.70E-01,-7.32E-02
-8.60E-01,-7.30E-02
-8.50E-01,-7.35E-02
-8.40E-01,-7.36E-02
-8.30E-01,-7.31E-02
-8.20E-01,-7.32E-02
-8.10E-01,-7.36E-02
-8.00E-01,-7.33E-02
-7.90E-01,-7.30E-02
-7.80E-01,-7.34E-02
-7.70E-01,-7.35E-02
-7.60E-01,-7.31E-02
-7.50E-01,-7.30E-02
-7.40E-01,-7.34E-02
-7.30E-01,-7.36E-02
-7.20E-01,-7.30E-02
-7.10E-01,-7.31E-02
-7.00E-01,-7.36E-02
-6.90E-01,-7.35E-02
-6.80E-01,-7.29E-02
-6.70E-01,-7.33E-02
-6.60E-01,-7.37E-02
-6.50E-01,-7.33E-02
-6.40E-01,-7.29E-02
-6.30E-01,-7.35E-02
-6.20E-01,-7.37E-02
-6.10E-01,-7.31E-02
-6.00E-01,-7.30E-02
-5.90E-01,-7.35E-02
-5.80E-01,-7.36E-02
-5.70E-01,-7.31E-02
-5.60E-01,-7.31E-02
-5.50E-01,-7.36E-02
-5.40E-01,-7.34E-02
-5.30E-01,-7.30E-02
-5.20E-01,-7.30E-02
-5.10E-01,-7.35E-02
-5.00E-01,-7.36E-02
-4.90E-01,-7.31E-02
-4.80E-01,-7.31E-02
-4.70E-01,-7.35E-02
-4.60E-01,-7.34E-02
-4.50E-01,-7.30E-02
-4.40E-01,-7.33E-02
-4.30E-01,-7.36E-02
-4.20E-01,-7.32E-02
-4.10E-01,-7.30E-02
-4.00E-01,-7.33E-02
-3.90E-01,-7.36E-02
-3.80E-01,-7.35E-02
-3.70E-01,-7.35E-02
-3.60E-01,-7.30E-02
-3.50E-01,-7.31E-02
-3.40E-01,-7.36E-02
-3.30E-01,-7.33E-02
-3.20E-01,-7.30E-02
-3.10E-01,-7.34E-02
-3.00E-01,-7.35E-02
-2.90E-01,-7.31E-02
-2.80E-01,-7.31E-02
-2.70E-01,-7.35E-02
-2.60E-01,-7.34E-02
-2.50E-01,-7.30E-02
-2.40E-01,-7.32E-02
-2.30E-01,-7.36E-02
-2.20E-01,-7.31E-02
-2.10E-01,-7.30E-02
-2.00E-01,-7.34E-02
-1.90E-01,-7.36E-02
-1.80E-01,-7.30E-02
-1.70E-01,-7.31E-02
-1.60E-01,-7.35E-02
-1.50E-01,-7.35E-02
-1.40E-01,-7.29E-02
-1.30E-01,-7.32E-02
-1.20E-01,-7.36E-02
-1.10E-01,-7.33E-02
-1.00E-01,-7.30E-02
-9.01E-02,-7.31E-02
-8.00E-02,-7.36E-02
-6.99E-02,-7.33E-02
-6.00E-02,-7.30E-02
-5.01E-02,-7.33E-02
-4.00E-02,-7.36E-02
-2.99E-02,-7.32E-02
-2.01E-02,-7.30E-02
-1.01E-02,-7.34E-02
8.20E-05,-7.35E-02
1.00E-02,-7.30E-02
1.99E-02,-7.32E-02
3.00E-02,-7.35E-02
4.01E-02,-7.32E-02
5.00E-02,-7.30E-02
5.99E-02,-7.33E-02
7.00E-02,-7.36E-02
8.01E-02,-7.30E-02
9.00E-02,-7.30E-02
9.99E-02,-7.35E-02
1.10E-01,-7.35E-02
1.20E-01,-7.28E-02
1.30E-01,-7.36E-02
1.40E-01,-7.30E-02
1.50E-01,-7.35E-02
1.60E-01,-7.34E-02
1.70E-01,-7.29E-02
1.80E-01,-7.29E-02
1.90E-01,-7.30E-02
2.00E-01,-7.35E-02
2.10E-01,-7.33E-02
2.20E-01,-7.27E-02
2.30E-01,-7.32E-02
2.40E-01,-7.35E-02
2.50E-01,-7.30E-02
2.60E-01,-7.27E-02
2.70E-01,-7.27E-02
2.80E-01,-7.29E-02
2.90E-01,-7.33E-02
3.00E-01,-7.28E-02
3.10E-01,-7.25E-02
3.20E-01,-7.29E-02
3.30E-01,-7.30E-02
3.40E-01,-7.23E-02
3.50E-01,-7.24E-02
3.60E-01,-7.27E-02
3.70E-01,-7.22E-02
3.80E-01,-7.15E-02
3.90E-01,-7.15E-02
4.00E-01,-7.16E-02
4.10E-01,-7.10E-02
4.20E-01,-6.99E-02
4.30E-01,-6.97E-02
4.40E-01,-6.92E-02
4.50E-01,-6.76E-02
4.60E-01,-6.60E-02
4.70E-01,-6.47E-02
4.80E-01,-6.23E-02
4.90E-01,-5.90E-02
5.00E-01,-5.56E-02
5.10E-01,-5.15E-02
5.20E-01,-4.60E-02
5.30E-01,-4.00E-02
5.40E-01,-3.34E-02
5.50E-01,-2.57E-02
5.60E-01,-1.72E-02
5.73E-01,-5.58E-03
5.76E-01,-2.26E-03
5.81E-01,2.48E-03
6.00E-01,2.25E-02
6.10E-01,3.37E-02
6.20E-01,4.55E-02
6.30E-01,5.74E-02
6.40E-01,6.97E-02
6.50E-01,8.24E-02
6.60E-01,9.53E-02
6.70E-01,1.21E-01
6.80E-01,1.36E-01
6.90E-01,1.51E-01
7.00E-01,1.67E-01
7.10E-01,1.83E-01
7.20E-01,1.99E-01
7.30E-01,2.15E-01
7.40E-01,2.32E-01
7.50E-01,2.48E-01
7.60E-01,2.65E-01
7.70E-01,2.82E-01
7.80E-01,2.99E-01
7.90E-01,3.16E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
7.98E-01,3.30E-01
