VOLT1        ,CURR1        
-2.20E-01,-7.27E-02
-2.10E-01,-7.24E-02
-2.00E-01,-7.21E-02
-1.90E-01,-7.25E-02
-1.80E-01,-7.28E-02
-1.70E-01,-7.22E-02
-1.60E-01,-7.22E-02
-1.50E-01,-7.26E-02
-1.40E-01,-7.28E-02
-1.30E-01,-7.21E-02
-1.20E-01,-7.22E-02
-1.10E-01,-7.27E-02
-9.99E-02,-7.27E-02
-9.00E-02,-7.21E-02
-8.01E-02,-7.23E-02
-7.00E-02,-7.27E-02
-5.99E-02,-7.26E-02
-5.00E-02,-7.21E-02
-4.01E-02,-7.24E-02
-3.00E-02,-7.28E-02
-1.99E-02,-7.23E-02
-1.01E-02,-7.22E-02
-4.00E-05,-7.26E-02
1.00E-02,-7.25E-02
2.00E-02,-7.21E-02
2.99E-02,-7.25E-02
4.00E-02,-7.26E-02
5.00E-02,-7.22E-02
6.00E-02,-7.22E-02
7.00E-02,-7.27E-02
8.01E-02,-7.25E-02
9.00E-02,-7.20E-02
9.99E-02,-7.24E-02
1.10E-01,-7.28E-02
1.20E-01,-7.25E-02
1.30E-01,-7.21E-02
1.40E-01,-7.20E-02
1.50E-01,-7.22E-02
1.60E-01,-7.27E-02
1.70E-01,-7.25E-02
1.80E-01,-7.19E-02
1.90E-01,-7.24E-02
2.00E-01,-7.27E-02
2.10E-01,-7.23E-02
2.20E-01,-7.19E-02
2.30E-01,-7.24E-02
2.40E-01,-7.25E-02
2.50E-01,-7.20E-02
2.60E-01,-7.20E-02
2.70E-01,-7.25E-02
2.80E-01,-7.21E-02
2.90E-01,-7.18E-02
3.00E-01,-7.22E-02
3.10E-01,-7.21E-02
3.20E-01,-7.16E-02
3.30E-01,-7.17E-02
3.40E-01,-7.20E-02
3.50E-01,-7.12E-02
3.60E-01,-7.14E-02
3.70E-01,-7.16E-02
3.80E-01,-7.08E-02
3.90E-01,-7.04E-02
4.00E-01,-7.01E-02
4.10E-01,-7.02E-02
4.20E-01,-6.94E-02
4.30E-01,-6.82E-02
4.40E-01,-6.77E-02
4.50E-01,-6.68E-02
4.60E-01,-6.48E-02
4.70E-01,-6.27E-02
4.80E-01,-6.07E-02
4.90E-01,-5.76E-02
5.00E-01,-5.34E-02
5.10E-01,-4.90E-02
5.20E-01,-4.39E-02
5.30E-01,-3.75E-02
5.40E-01,-3.03E-02
5.50E-01,-2.28E-02
5.60E-01,-1.42E-02
5.71E-01,-3.36E-03
5.76E-01,6.77E-04
5.84E-01,8.85E-03
6.00E-01,2.61E-02
6.10E-01,3.75E-02
6.20E-01,4.91E-02
6.30E-01,6.12E-02
6.40E-01,7.37E-02
6.50E-01,8.63E-02
6.60E-01,9.91E-02
6.70E-01,1.25E-01
6.80E-01,1.41E-01
6.90E-01,1.56E-01
7.00E-01,1.72E-01
7.10E-01,1.87E-01
7.20E-01,2.03E-01
7.30E-01,2.20E-01
7.40E-01,2.36E-01
7.50E-01,2.53E-01
7.60E-01,2.69E-01
7.70E-01,2.86E-01
7.80E-01,3.03E-01
7.90E-01,3.20E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
7.96E-01,3.30E-01
