VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        
-1.266735E+00,-3.227930E-05,+9.910000E+37,+1.925290E-01,      2688,-1.270000E+00
-1.256811E+00,-3.195090E-05,+9.910000E+37,+1.948680E-01,      2688,-1.260000E+00
-1.246953E+00,-3.116120E-05,+9.910000E+37,+1.971970E-01,      2688,-1.250000E+00
-1.236754E+00,-3.111300E-05,+9.910000E+37,+1.995480E-01,      2688,-1.240000E+00
-1.226754E+00,-3.080760E-05,+9.910000E+37,+2.018880E-01,      2688,-1.230000E+00
-1.216998E+00,-2.976240E-05,+9.910000E+37,+2.042160E-01,      2688,-1.220000E+00
-1.206741E+00,-2.967840E-05,+9.910000E+37,+2.065620E-01,      2688,-1.210000E+00
-1.196629E+00,-2.988020E-05,+9.910000E+37,+2.089170E-01,      2688,-1.200000E+00
-1.186940E+00,-2.914010E-05,+9.910000E+37,+2.112550E-01,      2688,-1.190000E+00
-1.176746E+00,-2.896940E-05,+9.910000E+37,+2.135940E-01,      2688,-1.180000E+00
-1.166556E+00,-2.913050E-05,+9.910000E+37,+2.159360E-01,      2688,-1.170000E+00
-1.156911E+00,-2.836480E-05,+9.910000E+37,+2.182760E-01,      2688,-1.160000E+00
-1.146791E+00,-2.812400E-05,+9.910000E+37,+2.206240E-01,      2688,-1.150000E+00
-1.136580E+00,-2.798750E-05,+9.910000E+37,+2.229710E-01,      2688,-1.140000E+00
-1.126779E+00,-2.718670E-05,+9.910000E+37,+2.253150E-01,      2688,-1.130000E+00
-1.116630E+00,-2.706780E-05,+9.910000E+37,+2.276670E-01,      2688,-1.120000E+00
-1.106555E+00,-2.700770E-05,+9.910000E+37,+2.300020E-01,      2688,-1.110000E+00
-1.096831E+00,-2.643060E-05,+9.910000E+37,+2.323410E-01,      2688,-1.100000E+00
-1.086691E+00,-2.631700E-05,+9.910000E+37,+2.346820E-01,      2688,-1.090000E+00
-1.076505E+00,-2.635810E-05,+9.910000E+37,+2.370250E-01,      2688,-1.080000E+00
-1.066837E+00,-2.565560E-05,+9.910000E+37,+2.393620E-01,      2688,-1.070000E+00
-1.056936E+00,-2.493380E-05,+9.910000E+37,+2.416940E-01,      2688,-1.060000E+00
-1.050676E+00,-2.976920E-05,+9.910000E+37,+2.456920E-01,      2688,-1.050000E+00
-1.037635E+00,-2.467930E-05,+9.910000E+37,+2.480720E-01,      2688,-1.040000E+00
-1.026993E+00,-2.400080E-05,+9.910000E+37,+2.504150E-01,      2688,-1.030000E+00
-1.016705E+00,-2.407850E-05,+9.910000E+37,+2.527680E-01,      2688,-1.020000E+00
-1.006573E+00,-2.428840E-05,+9.910000E+37,+2.551250E-01,      2688,-1.010000E+00
-9.970320E-01,-2.337080E-05,+9.910000E+37,+2.574570E-01,      2688,-1.000000E+00
-9.870210E-01,-2.273890E-05,+9.910000E+37,+2.597820E-01,      2688,-9.900000E-01
-9.766570E-01,-2.282900E-05,+9.910000E+37,+2.621220E-01,      2688,-9.800000E-01
-9.670950E-01,-2.198080E-05,+9.910000E+37,+2.644540E-01,      2688,-9.700000E-01
-9.570590E-01,-2.151770E-05,+9.910000E+37,+2.667900E-01,      2688,-9.600000E-01
-9.466520E-01,-2.174960E-05,+9.910000E+37,+2.691330E-01,      2688,-9.500000E-01
-9.370350E-01,-2.127780E-05,+9.910000E+37,+2.714650E-01,      2688,-9.400000E-01
-9.271420E-01,-2.084700E-05,+9.910000E+37,+2.737940E-01,      2688,-9.300000E-01
-9.167270E-01,-2.104190E-05,+9.910000E+37,+2.761340E-01,      2688,-9.200000E-01
-9.071140E-01,-2.041310E-05,+9.910000E+37,+2.784750E-01,      2688,-9.100000E-01
-8.973110E-01,-1.988400E-05,+9.910000E+37,+2.808080E-01,      2688,-9.000000E-01
-8.869320E-01,-2.116770E-05,+9.910000E+37,+2.833330E-01,      2688,-8.900000E-01
-8.776940E-01,-1.985450E-05,+9.910000E+37,+2.857830E-01,      2688,-8.800000E-01
-8.671510E-01,-1.888880E-05,+9.910000E+37,+2.881260E-01,      2688,-8.700000E-01
-8.573890E-01,-1.845100E-05,+9.910000E+37,+2.904660E-01,      2688,-8.600000E-01
-8.473720E-01,-1.815500E-05,+9.910000E+37,+2.928050E-01,      2688,-8.500000E-01
-8.372340E-01,-1.807370E-05,+9.910000E+37,+2.951430E-01,      2688,-8.400000E-01
-8.276920E-01,-1.737330E-05,+9.910000E+37,+2.974710E-01,      2688,-8.300000E-01
-8.175670E-01,-1.705180E-05,+9.910000E+37,+2.998070E-01,      2688,-8.200000E-01
-8.073990E-01,-1.673190E-05,+9.910000E+37,+3.021500E-01,      2688,-8.100000E-01
-8.504580E-01,-3.147360E-05,+9.910000E+37,+3.084060E-01,      2688,-8.000000E-01
-7.997940E-01,-9.938800E-06,+9.910000E+37,+3.107580E-01,      2688,-7.900000E-01
-7.798560E-01,-1.302690E-05,+9.910000E+37,+3.131070E-01,      2688,-7.800000E-01
-7.701450E-01,-2.085000E-05,+9.910000E+37,+3.214860E-01,      3200,-7.700000E-01
-7.605340E-01,-1.527740E-05,+9.910000E+37,+3.270520E-01,      2688,-7.600000E-01
-7.499570E-01,-1.984000E-05,+9.910000E+37,+3.354350E-01,      3200,-7.500000E-01
-7.409220E-01,-1.533040E-05,+9.910000E+37,+3.409670E-01,      2688,-7.400000E-01
-7.801100E-01,-2.210930E-05,+9.910000E+37,+3.472030E-01,      2688,-7.300000E-01
-7.308130E-01,-9.211100E-06,+9.910000E+37,+3.495500E-01,      2688,-7.200000E-01
-7.117660E-01,-1.148080E-05,+9.910000E+37,+3.518860E-01,      2688,-7.100000E-01
-7.001770E-01,-1.948900E-05,+9.910000E+37,+3.603170E-01,      3200,-7.000000E-01
-6.907010E-01,-1.392110E-05,+9.910000E+37,+3.658800E-01,      2688,-6.900000E-01
-6.801400E-01,-2.072100E-05,+9.910000E+37,+3.743010E-01,      3200,-6.800000E-01
-6.709940E-01,-1.395460E-05,+9.910000E+37,+3.798630E-01,      2688,-6.700000E-01
-6.601510E-01,-1.989600E-05,+9.910000E+37,+3.883250E-01,      3200,-6.600000E-01
-6.511930E-01,-1.374010E-05,+9.910000E+37,+3.938960E-01,      2688,-6.500000E-01
-6.856410E-01,-3.809000E-06,+9.910000E+37,+4.001460E-01,      2688,-6.400000E-01
-6.407360E-01,-5.462200E-06,+9.910000E+37,+4.025140E-01,      2688,-6.300000E-01
-6.641310E-01,-2.716360E-05,+9.910000E+37,+4.087620E-01,      2688,-6.200000E-01
-6.218070E-01,-1.469400E-05,+9.910000E+37,+4.111080E-01,      2688,-6.100000E-01
-6.459520E-01,-2.184520E-05,+9.910000E+37,+4.177060E-01,      2688,-6.000000E-01
-6.027810E-01,-1.333190E-05,+9.910000E+37,+4.200520E-01,      2688,-5.900000E-01
-5.836270E-01,-1.121680E-05,+9.910000E+37,+4.223870E-01,      2688,-5.800000E-01
-6.049120E-01,-3.169490E-05,+9.910000E+37,+4.286120E-01,      2688,-5.700000E-01
-5.687420E-01,-1.650740E-05,+9.910000E+37,+4.309760E-01,      2688,-5.600000E-01
-5.525830E-01,-1.158170E-05,+9.910000E+37,+4.333170E-01,      2688,-5.500000E-01
-5.725010E-01,-3.180160E-05,+9.910000E+37,+4.395680E-01,      2688,-5.400000E-01
-5.380960E-01,-1.732300E-05,+9.910000E+37,+4.419230E-01,      2688,-5.300000E-01
-5.225310E-01,-1.114410E-05,+9.910000E+37,+4.442640E-01,      2688,-5.200000E-01
-5.349740E-01,-2.827590E-05,+9.910000E+37,+4.505340E-01,      2688,-5.100000E-01
-5.060770E-01,-1.695400E-05,+9.910000E+37,+4.528670E-01,      2688,-5.000000E-01
-4.923460E-01,-1.086860E-05,+9.910000E+37,+4.551990E-01,      2688,-4.900000E-01
-5.027660E-01,-2.595140E-05,+9.910000E+37,+4.614410E-01,      2688,-4.800000E-01
-4.757890E-01,-1.553750E-05,+9.910000E+37,+4.637830E-01,      2688,-4.700000E-01
-4.762230E-01,-2.653720E-05,+9.910000E+37,+4.700390E-01,      2688,-4.600000E-01
-4.539920E-01,-1.498990E-05,+9.910000E+37,+4.723750E-01,      2688,-4.500000E-01
-4.560550E-01,-2.261400E-05,+9.910000E+37,+4.786360E-01,      2688,-4.400000E-01
-4.342230E-01,-1.373470E-05,+9.910000E+37,+4.809750E-01,      2688,-4.300000E-01
-4.300130E-01,-7.918700E-06,+9.910000E+37,+4.873830E-01,      2688,-4.200000E-01
-4.214280E-01,-2.069040E-05,+9.910000E+37,+4.936170E-01,      2688,-4.100000E-01
-4.029940E-01,-1.131770E-05,+9.910000E+37,+4.959790E-01,      2688,-4.000000E-01
-3.987040E-01,-1.979190E-05,+9.910000E+37,+5.022190E-01,      2688,-3.900000E-01
-3.824300E-01,-1.028450E-05,+9.910000E+37,+5.045590E-01,      2688,-3.800000E-01
-3.746310E-01,-1.487790E-05,+9.910000E+37,+5.108500E-01,      2688,-3.700000E-01
-3.644820E-01,-1.498440E-05,+9.910000E+37,+5.171070E-01,      2688,-3.600000E-01
-3.527890E-01,-1.127780E-05,+9.910000E+37,+5.234670E-01,      2688,-3.500000E-01
-3.399810E-01,-1.093260E-05,+9.910000E+37,+5.663470E-01,      2688,-3.400000E-01
-3.684120E-01,-2.975430E-05,+9.910000E+37,+5.730450E-01,      2688,-3.300000E-01
-3.272420E-01,-2.243890E-05,+9.910000E+37,+5.753840E-01,      2688,-3.200000E-01
-3.098620E-01,-1.063840E-05,+9.910000E+37,+5.816240E-01,      2688,-3.100000E-01
-3.287920E-01,-2.608380E-05,+9.910000E+37,+5.882350E-01,      2688,-3.000000E-01
-2.979840E-01,-1.430260E-05,+9.910000E+37,+5.906760E-01,      2688,-2.900000E-01
-2.797520E-01,-9.824700E-06,+9.910000E+37,+5.971340E-01,      2688,-2.800000E-01
-2.698010E-01,-9.055200E-06,+9.910000E+37,+6.039170E-01,      2688,-2.700000E-01
-2.593540E-01,-1.004643E-05,+9.910000E+37,+6.087120E-01,      2176,-2.600000E-01
-2.492050E-01,-8.583400E-06,+9.910000E+37,+6.125000E-01,      2688,-2.500000E-01
-2.398880E-01,-7.784230E-06,+9.910000E+37,+6.191150E-01,      2176,-2.400000E-01
-2.291830E-01,-7.581900E-06,+9.910000E+37,+6.229410E-01,      2688,-2.300000E-01
-2.193800E-01,-9.588210E-06,+9.910000E+37,+6.277370E-01,      2176,-2.200000E-01
-2.101100E-01,-6.638400E-06,+9.910000E+37,+6.315310E-01,      2688,-2.100000E-01
-1.994030E-01,-9.542470E-06,+9.910000E+37,+6.363540E-01,      2176,-2.000000E-01
-1.902200E-01,-5.798300E-06,+9.910000E+37,+6.401520E-01,      2688,-1.900000E-01
-1.797310E-01,-9.250160E-06,+9.910000E+37,+6.449560E-01,      2176,-1.800000E-01
-1.725790E-01,-5.653540E-06,+9.910000E+37,+6.473010E-01,      2176,-1.700000E-01
-1.628020E-01,-6.656820E-06,+9.910000E+37,+6.496380E-01,      2176,-1.600000E-01
-1.526220E-01,-5.382100E-06,+9.910000E+37,+6.519940E-01,      2176,-1.500000E-01
-1.428960E-01,-6.069320E-06,+9.910000E+37,+6.543330E-01,      2176,-1.400000E-01
-1.329690E-01,-5.225670E-06,+9.910000E+37,+6.566700E-01,      2176,-1.300000E-01
-1.229160E-01,-4.131340E-06,+9.910000E+37,+6.590220E-01,      2176,-1.200000E-01
-1.132570E-01,-4.521080E-06,+9.910000E+37,+6.613590E-01,      2176,-1.100000E-01
-1.033400E-01,-3.201690E-06,+9.910000E+37,+6.637060E-01,      2176,-1.000000E-01
-9.347900E-02,-2.221880E-06,+9.910000E+37,+6.660480E-01,      2176,-9.000000E-02
-8.382900E-02,-2.510720E-06,+9.910000E+37,+6.683710E-01,      2176,-8.000000E-02
-7.384600E-02,-2.285520E-06,+9.910000E+37,+6.707000E-01,      2176,-7.000000E-02
-6.377300E-02,-1.286690E-06,+9.910000E+37,+6.730430E-01,      2176,-6.000000E-02
-5.419600E-02,-1.800210E-06,+9.910000E+37,+6.753720E-01,      2176,-5.000000E-02
-4.417300E-02,-1.462670E-06,+9.910000E+37,+6.777050E-01,      2176,-4.000000E-02
-3.398000E-02,-9.168900E-07,+9.910000E+37,+6.800310E-01,      2176,-3.000000E-02
-2.417600E-02,-7.719500E-07,+9.910000E+37,+6.823640E-01,      2176,-2.000000E-02
-1.401700E-02,-3.385200E-07,+9.910000E+37,+6.846820E-01,      2176,-1.000000E-02
-3.812000E-03,+8.004900E-07,+9.910000E+37,+6.870100E-01,      2176,+0.000000E+00
+6.091000E-03,+7.193300E-07,+9.910000E+37,+6.893330E-01,      2176,+1.000000E-02
+1.624900E-02,+6.266000E-07,+9.910000E+37,+6.917770E-01,      2176,+2.000000E-02
+2.666200E-02,+2.374730E-06,+9.910000E+37,+6.941250E-01,      2176,+3.000000E-02
+3.683500E-02,+1.811030E-06,+9.910000E+37,+6.964510E-01,      2176,+4.000000E-02
+4.722700E-02,+2.702940E-06,+9.910000E+37,+6.987790E-01,      2176,+5.000000E-02
+5.767300E-02,+3.585650E-06,+9.910000E+37,+7.011110E-01,      2176,+6.000000E-02
+6.841900E-02,+3.973420E-06,+9.910000E+37,+7.034420E-01,      2176,+7.000000E-02
+7.976000E-02,+5.280410E-06,+9.910000E+37,+7.057670E-01,      2176,+8.000000E-02
+9.013200E-02,+8.630000E-06,+9.910000E+37,+7.095690E-01,      2688,+9.000000E-02
+9.612600E-02,+1.062920E-05,+9.910000E+37,+7.119000E-01,      2688,+1.000000E-01
+1.070260E-01,+1.173780E-05,+9.910000E+37,+7.142350E-01,      2688,+1.100000E-01
+1.170200E-01,+1.366680E-05,+9.910000E+37,+7.165650E-01,      2688,+1.200000E-01
+1.271620E-01,+1.607170E-05,+9.910000E+37,+7.188930E-01,      2688,+1.300000E-01
+1.373570E-01,+1.961070E-05,+9.910000E+37,+7.212240E-01,      2688,+1.400000E-01
+1.474260E-01,+2.233290E-05,+9.910000E+37,+7.235480E-01,      2688,+1.500000E-01
+1.576780E-01,+2.617670E-05,+9.910000E+37,+7.258640E-01,      2688,+1.600000E-01
+1.678870E-01,+3.080430E-05,+9.910000E+37,+7.282010E-01,      2688,+1.700000E-01
+1.780900E-01,+3.523550E-05,+9.910000E+37,+7.305320E-01,      2688,+1.800000E-01
+1.883660E-01,+4.059850E-05,+9.910000E+37,+7.328580E-01,      2688,+1.900000E-01
+1.985930E-01,+4.723060E-05,+9.910000E+37,+7.351970E-01,      2688,+2.000000E-01
+2.088240E-01,+5.496820E-05,+9.910000E+37,+7.375260E-01,      2688,+2.100000E-01
+2.191330E-01,+6.352930E-05,+9.910000E+37,+7.398550E-01,      2688,+2.200000E-01
+2.293820E-01,+7.371990E-05,+9.910000E+37,+7.421820E-01,      2688,+2.300000E-01
+2.395930E-01,+8.567040E-05,+9.910000E+37,+7.445270E-01,      2688,+2.400000E-01
+2.498120E-01,+9.910300E-05,+9.910000E+37,+7.468630E-01,      2688,+2.500000E-01
+2.599480E-01,+1.117120E-04,+9.910000E+37,+7.513580E-01,      3200,+2.600000E-01
+2.700050E-01,+1.316430E-04,+9.910000E+37,+7.537100E-01,      3200,+2.700000E-01
+2.800100E-01,+1.515820E-04,+9.910000E+37,+7.560390E-01,      3200,+2.800000E-01
+2.900020E-01,+1.748840E-04,+9.910000E+37,+7.583690E-01,      3200,+2.900000E-01
+2.999970E-01,+2.019440E-04,+9.910000E+37,+7.607110E-01,      3200,+3.000000E-01
+3.099980E-01,+2.332570E-04,+9.910000E+37,+7.630570E-01,      3200,+3.100000E-01
+3.199960E-01,+2.693990E-04,+9.910000E+37,+7.653890E-01,      3200,+3.200000E-01
+3.299950E-01,+3.106470E-04,+9.910000E+37,+7.677240E-01,      3200,+3.300000E-01
+3.399920E-01,+3.590210E-04,+9.910000E+37,+7.700590E-01,      3200,+3.400000E-01
+3.499990E-01,+4.167360E-04,+9.910000E+37,+7.723920E-01,      3200,+3.500000E-01
+3.599960E-01,+4.848470E-04,+9.910000E+37,+7.747210E-01,      3200,+3.600000E-01
+3.699840E-01,+5.659860E-04,+9.910000E+37,+7.770510E-01,      3200,+3.700000E-01
+3.799910E-01,+6.626220E-04,+9.910000E+37,+7.793890E-01,      3200,+3.800000E-01
+3.899970E-01,+7.785330E-04,+9.910000E+37,+7.817230E-01,      3200,+3.900000E-01
+4.000010E-01,+9.184270E-04,+9.910000E+37,+7.840670E-01,      3200,+4.000000E-01
+4.099940E-01,+1.088840E-03,+9.910000E+37,+7.875770E-01,      3712,+4.100000E-01
+4.199970E-01,+1.296040E-03,+9.910000E+37,+7.899380E-01,      3712,+4.200000E-01
+4.300000E-01,+1.551440E-03,+9.910000E+37,+7.922800E-01,      3712,+4.300000E-01
+4.399920E-01,+1.868450E-03,+9.910000E+37,+7.946430E-01,      3712,+4.400000E-01
+4.499930E-01,+2.266430E-03,+9.910000E+37,+7.969760E-01,      3712,+4.500000E-01
+4.599990E-01,+2.769140E-03,+9.910000E+37,+7.993150E-01,      3712,+4.600000E-01
+4.699970E-01,+3.409400E-03,+9.910000E+37,+8.016540E-01,      3712,+4.700000E-01
+4.799950E-01,+4.228490E-03,+9.910000E+37,+8.040060E-01,      3712,+4.800000E-01
+4.899800E-01,+5.279610E-03,+9.910000E+37,+8.063430E-01,      3712,+4.900000E-01
+4.999410E-01,+6.629330E-03,+9.910000E+37,+8.086730E-01,      3712,+5.000000E-01
+5.098270E-01,+8.340720E-03,+9.910000E+37,+8.110080E-01,      3712,+5.100000E-01
+5.199870E-01,+1.059700E-02,+9.910000E+37,+8.156860E-01,      4224,+5.200000E-01
+5.300000E-01,+1.338840E-02,+9.910000E+37,+8.180460E-01,      4224,+5.300000E-01
+5.400060E-01,+1.684690E-02,+9.910000E+37,+8.203960E-01,      4224,+5.400000E-01
+5.500230E-01,+2.105970E-02,+9.910000E+37,+8.227470E-01,      4224,+5.500000E-01
+5.600100E-01,+2.606310E-02,+9.910000E+37,+8.250800E-01,      4224,+5.600000E-01
+5.700130E-01,+3.190230E-02,+9.910000E+37,+8.274190E-01,      4224,+5.700000E-01
+5.799940E-01,+3.856960E-02,+9.910000E+37,+8.297580E-01,      4224,+5.800000E-01
+5.899950E-01,+4.604790E-02,+9.910000E+37,+8.320950E-01,      4224,+5.900000E-01
+6.000030E-01,+5.428480E-02,+9.910000E+37,+8.344330E-01,      4224,+6.000000E-01
+6.099960E-01,+6.321980E-02,+9.910000E+37,+8.367680E-01,      4224,+6.100000E-01
+6.199960E-01,+7.278800E-02,+9.910000E+37,+8.391100E-01,      4224,+6.200000E-01
+6.300020E-01,+8.294870E-02,+9.910000E+37,+8.414490E-01,      4224,+6.300000E-01
+6.399980E-01,+9.361860E-02,+9.910000E+37,+8.437970E-01,      4224,+6.400000E-01
+6.499990E-01,+1.047583E-01,+9.910000E+37,+8.461540E-01,      4224,+6.500000E-01
+6.599940E-01,+1.281750E-01,+9.910000E+37,+8.578920E-01,      4736,+6.600000E-01
+6.699840E-01,+1.417150E-01,+9.910000E+37,+8.603970E-01,      4736,+6.700000E-01
+6.800140E-01,+1.557160E-01,+9.910000E+37,+8.627200E-01,      4736,+6.800000E-01
+6.899990E-01,+1.700200E-01,+9.910000E+37,+8.650370E-01,      4736,+6.900000E-01
+7.000090E-01,+1.846500E-01,+9.910000E+37,+8.673470E-01,      4736,+7.000000E-01
+7.099890E-01,+1.996050E-01,+9.910000E+37,+8.696560E-01,      4736,+7.100000E-01
+7.200040E-01,+2.148370E-01,+9.910000E+37,+8.719770E-01,      4736,+7.200000E-01
+7.300000E-01,+2.302860E-01,+9.910000E+37,+8.742810E-01,      4736,+7.300000E-01
+7.400000E-01,+2.459640E-01,+9.910000E+37,+8.765860E-01,      4736,+7.400000E-01
+7.500060E-01,+2.618500E-01,+9.910000E+37,+8.788930E-01,      4736,+7.500000E-01
+7.599910E-01,+2.779090E-01,+9.910000E+37,+8.812120E-01,      4736,+7.600000E-01
+7.700050E-01,+2.941510E-01,+9.910000E+37,+8.835050E-01,      4736,+7.700000E-01
+7.799890E-01,+3.105350E-01,+9.910000E+37,+8.858040E-01,      4736,+7.800000E-01
+7.896300E-01,+3.264830E-01,+9.910000E+37,+8.881190E-01,      4736,+7.900000E-01
+7.916760E-01,+3.299230E-01,+9.910000E+37,+8.904230E-01,      4742,+8.000000E-01
+7.917590E-01,+3.300490E-01,+9.910000E+37,+8.927170E-01,      4742,+8.100000E-01
+7.917580E-01,+3.300370E-01,+9.910000E+37,+8.950700E-01,      4742,+8.200000E-01
