VOLT1        ,CURR1        
-2.59E-01,-1.00E-05
-2.49E-01,-8.58E-06
-2.40E-01,-7.78E-06
-2.29E-01,-7.58E-06
-2.19E-01,-9.59E-06
-2.10E-01,-6.64E-06
-1.99E-01,-9.54E-06
-1.90E-01,-5.80E-06
-1.80E-01,-9.25E-06
-1.73E-01,-5.65E-06
-1.63E-01,-6.66E-06
-1.53E-01,-5.38E-06
-1.43E-01,-6.07E-06
-1.33E-01,-5.23E-06
-1.23E-01,-4.13E-06
-1.13E-01,-4.52E-06
-1.03E-01,-3.20E-06
-9.35E-02,-2.22E-06
-8.38E-02,-2.51E-06
-7.38E-02,-2.29E-06
-6.38E-02,-1.29E-06
-5.42E-02,-1.80E-06
-4.42E-02,-1.46E-06
-3.40E-02,-9.17E-07
-2.42E-02,-7.72E-07
-1.40E-02,-3.39E-07
-3.81E-03,8.00E-07
6.09E-03,7.19E-07
1.62E-02,6.27E-07
2.67E-02,2.37E-06
3.68E-02,1.81E-06
4.72E-02,2.70E-06
5.77E-02,3.59E-06
6.84E-02,3.97E-06
7.98E-02,5.28E-06
9.01E-02,8.63E-06
9.61E-02,1.06E-05
1.07E-01,1.17E-05
1.17E-01,1.37E-05
1.27E-01,1.61E-05
1.37E-01,1.96E-05
1.47E-01,2.23E-05
1.58E-01,2.62E-05
1.68E-01,3.08E-05
1.78E-01,3.52E-05
1.88E-01,4.06E-05
1.99E-01,4.72E-05
2.09E-01,5.50E-05
2.19E-01,6.35E-05
2.29E-01,7.37E-05
2.40E-01,8.57E-05
2.50E-01,9.91E-05
2.60E-01,1.12E-04
2.70E-01,1.32E-04
2.80E-01,1.52E-04
2.90E-01,1.75E-04
3.00E-01,2.02E-04
3.10E-01,2.33E-04
3.20E-01,2.69E-04
3.30E-01,3.11E-04
3.40E-01,3.59E-04
3.50E-01,4.17E-04
3.60E-01,4.85E-04
3.70E-01,5.66E-04
3.80E-01,6.63E-04
3.90E-01,7.79E-04
4.00E-01,9.18E-04
4.10E-01,1.09E-03
4.20E-01,1.30E-03
4.30E-01,1.55E-03
4.40E-01,1.87E-03
4.50E-01,2.27E-03
4.60E-01,2.77E-03
4.70E-01,3.41E-03
4.80E-01,4.23E-03
4.90E-01,5.28E-03
5.00E-01,6.63E-03
5.10E-01,8.34E-03
5.20E-01,1.06E-02
5.30E-01,1.34E-02
5.40E-01,1.68E-02
5.50E-01,2.11E-02
5.60E-01,2.61E-02
5.70E-01,3.19E-02
5.80E-01,3.86E-02
5.90E-01,4.60E-02
6.00E-01,5.43E-02
6.10E-01,6.32E-02
6.20E-01,7.28E-02
6.30E-01,8.29E-02
6.40E-01,9.36E-02
6.50E-01,1.05E-01
6.60E-01,1.28E-01
6.70E-01,1.42E-01
6.80E-01,1.56E-01
6.90E-01,1.70E-01
7.00E-01,1.85E-01
7.10E-01,2.00E-01
7.20E-01,2.15E-01
7.30E-01,2.30E-01
7.40E-01,2.46E-01
7.50E-01,2.62E-01
7.60E-01,2.78E-01
7.70E-01,2.94E-01
7.80E-01,3.11E-01
7.90E-01,3.26E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
7.92E-01,3.30E-01
