VOLT1        ,CURR1        
-9.97E-01,-3.08E-05
-9.87E-01,-3.01E-05
-9.77E-01,-3.03E-05
-9.67E-01,-2.97E-05
-9.57E-01,-2.92E-05
-9.47E-01,-2.90E-05
-9.37E-01,-2.86E-05
-9.27E-01,-2.78E-05
-9.16E-01,-2.97E-05
-9.11E-01,-3.05E-05
-8.98E-01,-2.71E-05
-8.87E-01,-2.71E-05
-8.77E-01,-2.65E-05
-8.67E-01,-2.73E-05
-8.57E-01,-2.62E-05
-8.47E-01,-2.51E-05
-8.37E-01,-2.54E-05
-8.27E-01,-2.43E-05
-8.18E-01,-2.38E-05
-8.07E-01,-2.37E-05
-7.98E-01,-2.31E-05
-7.88E-01,-2.27E-05
-7.78E-01,-2.26E-05
-7.68E-01,-2.19E-05
-7.58E-01,-2.11E-05
-7.48E-01,-2.09E-05
-7.38E-01,-2.04E-05
-7.28E-01,-2.02E-05
-7.18E-01,-2.03E-05
-7.09E-01,-1.95E-05
-6.99E-01,-1.90E-05
-6.89E-01,-1.86E-05
-6.79E-01,-1.80E-05
-6.69E-01,-1.75E-05
-6.59E-01,-1.73E-05
-6.49E-01,-1.71E-05
-6.39E-01,-1.68E-05
-6.30E-01,-1.65E-05
-6.20E-01,-1.61E-05
-6.10E-01,-1.58E-05
-6.00E-01,-1.54E-05
-5.90E-01,-1.49E-05
-5.80E-01,-1.45E-05
-5.70E-01,-2.04E-05
-5.63E-01,-1.69E-05
-5.51E-01,-1.46E-05
-5.89E-01,-2.49E-05
-5.44E-01,-1.87E-05
-5.24E-01,-1.58E-05
-5.12E-01,-1.39E-05
-5.00E-01,-2.05E-05
-4.93E-01,-1.51E-05
-4.82E-01,-1.28E-05
-5.17E-01,-1.94E-05
-4.74E-01,-1.89E-05
-4.54E-01,-1.53E-05
-4.43E-01,-1.24E-05
-4.69E-01,-4.08E-05
-4.28E-01,-2.68E-05
-4.12E-01,-1.57E-05
-4.33E-01,-3.77E-05
-3.96E-01,-2.40E-05
-3.82E-01,-1.34E-05
-3.96E-01,-3.41E-05
-3.65E-01,-2.14E-05
-3.52E-01,-1.21E-05
-3.60E-01,-2.95E-05
-3.33E-01,-1.83E-05
-3.37E-01,-1.90E-05
-3.15E-01,-1.55E-05
-3.13E-01,-2.42E-05
-2.92E-01,-1.33E-05
-2.88E-01,-1.98E-05
-2.72E-01,-1.15E-05
-2.67E-01,-1.44E-05
-2.53E-01,-1.40E-05
-2.42E-01,-1.32E-05
-2.31E-01,-1.20E-05
-2.20E-01,-1.04E-05
-2.10E-01,-9.66E-06
-2.03E-01,-1.09E-05
-1.89E-01,-9.55E-06
-1.79E-01,-8.45E-06
-1.69E-01,-9.78E-06
-1.59E-01,-7.69E-06
-1.49E-01,-9.74E-06
-1.40E-01,-6.07E-06
-1.30E-01,-9.54E-06
-1.21E-01,-5.96E-06
-1.10E-01,-9.30E-06
-1.03E-01,-5.61E-06
-9.29E-02,-5.93E-06
-7.88E-02,-3.85E-06
-7.32E-02,-3.58E-06
-6.34E-02,-3.96E-06
-5.36E-02,-3.19E-06
-4.36E-02,-1.64E-06
-3.42E-02,-2.14E-06
-2.40E-02,-1.82E-06
-1.37E-02,-2.07E-07
-4.07E-03,-5.50E-07
6.32E-03,3.51E-07
1.64E-02,1.41E-06
2.67E-02,2.30E-06
3.69E-02,1.64E-06
4.74E-02,3.54E-06
5.79E-02,3.20E-06
6.87E-02,4.32E-06
8.01E-02,6.27E-06
8.97E-02,9.84E-06
9.63E-02,1.16E-05
1.07E-01,1.30E-05
1.17E-01,1.59E-05
1.27E-01,1.85E-05
1.38E-01,2.22E-05
1.48E-01,2.58E-05
1.58E-01,3.01E-05
1.68E-01,3.55E-05
1.78E-01,4.09E-05
1.89E-01,4.69E-05
1.99E-01,5.46E-05
2.09E-01,6.34E-05
2.19E-01,7.32E-05
2.30E-01,8.47E-05
2.40E-01,9.86E-05
2.50E-01,1.11E-04
2.60E-01,1.31E-04
2.70E-01,1.51E-04
2.80E-01,1.73E-04
2.90E-01,1.99E-04
3.00E-01,2.30E-04
3.10E-01,2.65E-04
3.20E-01,3.06E-04
3.30E-01,3.53E-04
3.40E-01,4.09E-04
3.50E-01,4.75E-04
3.60E-01,5.52E-04
3.70E-01,6.44E-04
3.80E-01,7.53E-04
3.90E-01,8.84E-04
4.00E-01,1.04E-03
4.10E-01,1.23E-03
4.20E-01,1.47E-03
4.30E-01,1.76E-03
4.40E-01,2.12E-03
4.50E-01,2.57E-03
4.60E-01,3.13E-03
4.70E-01,3.86E-03
4.80E-01,4.78E-03
4.90E-01,5.96E-03
5.00E-01,7.47E-03
5.10E-01,9.37E-03
5.20E-01,1.19E-02
5.30E-01,1.49E-02
5.40E-01,1.87E-02
5.50E-01,2.32E-02
5.60E-01,2.85E-02
5.70E-01,3.47E-02
5.80E-01,4.16E-02
5.90E-01,4.93E-02
6.00E-01,5.78E-02
6.10E-01,6.69E-02
6.20E-01,7.66E-02
6.30E-01,8.68E-02
6.40E-01,9.76E-02
6.50E-01,1.19E-01
6.60E-01,1.33E-01
6.70E-01,1.46E-01
6.80E-01,1.60E-01
6.90E-01,1.74E-01
7.00E-01,1.89E-01
7.10E-01,2.04E-01
7.20E-01,2.19E-01
7.30E-01,2.34E-01
7.40E-01,2.50E-01
7.50E-01,2.65E-01
7.60E-01,2.81E-01
7.70E-01,2.97E-01
7.80E-01,3.14E-01
7.89E-01,3.28E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
7.90E-01,3.30E-01
